ISO,SOV,SVO,OSV,OVS,VSO,VOS,MAX,WALS,SO,OS,Num_Sentences,H,H_SO,num_tokens,H_ML,H_MM,H_Jeff,H_Lap,H_SG,H_minmax,H_CS,H_NSB,H_shrink,corpus
rwo,23,0,0,1,0,0,SOV,SOV,23,1,24,0.24988229283318544,0.24988229283318544,50000.0,8.6643199689,8.7182334826,8.8560858911,9.0258080523,8.6644295727,8.6886247608,8.8138622859,8.762799364,8.6742030348,PBC
sab,2,4,3,0,0,1,SVO,_,6,4,10,1.8464393446710154,0.9709505944546686,50000.0,7.6014666804,7.6250691712,7.6940921346,7.780199685,7.6015844785,7.6275063451,7.6661792102,7.6501801268,7.6105819986,PBC
sag,4,46,2,0,1,2,SVO,SVO,51,4,55,0.943471532095158,0.3760198509692728,50000.0,6.7797578449,6.793968391,6.837259326,6.8919898866,6.7798776866,6.8062171636,6.8120808832,6.8100019335,6.7834992699,PBC
sas,3,51,4,2,6,3,SVO,_,60,9,69,1.4083325372245439,0.5586293734521992,50000.0,8.4310919169,8.4739111058,8.581167889,8.7167978672,8.4311986855,8.4547609337,8.5416800385,8.506626459,8.4404176495,PBC
sba,28,62,14,3,5,4,SVO,SVO,95,21,116,1.8456223231706248,0.68233488590521,50000.0,8.3653866204,8.4061571822,8.5140252925,8.6481090628,8.3654978476,8.3900259694,8.4735080157,8.4419746954,8.3753839948,PBC
sbd,29,9,1,2,5,0,SOV,_,43,3,46,1.5448572963588125,0.34781691357106326,50000.0,7.5757010244,7.5962161479,7.6534887195,7.7261856393,7.5758145165,7.6007688003,7.6271330667,7.6158175087,7.583460124,PBC
sbl,8,36,1,14,27,11,SVO,_,71,26,97,2.1684079007010078,0.8386398715015524,50000.0,8.3363753215,8.3889759826,8.5343683983,8.7106580475,8.3364909075,8.3620134345,8.4961716198,8.440562073,8.34345487,PBC
sda,2,30,3,7,18,11,SVO,_,50,21,71,2.111359969423074,0.8760643678555242,50000.0,9.3733348394,9.4626376625,9.6633126997,9.9073172776,9.3734376158,9.3961536976,9.612571997,9.5187675194,9.3843319759,PBC
sey,21,5,11,5,1,1,SOV,_,27,17,44,1.970529467904619,0.9624127354629921,50000.0,10.0740429371,10.158440597,10.2971858657,10.4849061524,10.0741266419,10.092619306,10.245648148,10.1714486679,10.0979428636,PBC
sgb,2,12,1,3,19,5,VSO,_,33,9,42,2.009110262286325,0.74959525725948,50000.0,8.1848841934,8.2307186149,8.3585895522,8.5149658818,8.1849998809,8.2105371464,8.3233611156,8.2760766329,8.1913891869,PBC
sgw,63,16,12,13,6,3,SOV,SOV,85,28,113,1.9355899001897612,0.8077527023327316,50000.0,11.330681209,11.5060840721,11.6945621514,11.9657193107,11.33075134,11.3462644453,11.624982004,11.4695116606,11.363543477,PBC
sgz,5,35,8,0,3,3,SVO,_,43,11,54,1.5948074823146245,0.7292739418449411,50000.0,7.9335691516,7.9560607673,8.0109536874,8.0831874318,7.9336721669,7.9563463015,7.9837151512,7.9714278917,7.9422845503,PBC
shi,1,13,0,0,12,3,SVO,No dominant order,26,3,29,1.5517687935188984,0.4798320236161285,50000.0,11.5698441697,11.7448286512,11.8983823575,12.1426090657,11.5699077216,11.5839645522,11.8468073433,11.6808412387,11.6064077583,PBC
shk,8,25,1,21,2,8,SVO,SVO,35,30,65,2.0479821111404224,0.9957274520849255,50000.0,9.0841302422,9.1460939942,9.2848705534,9.4604764649,9.084230678,9.1064112947,9.238310086,9.182546159,9.0957452695,PBC
shp,22,6,10,1,3,2,SOV,SOV,31,13,44,1.9687170944240118,0.8756633923230397,50000.0,9.7151972902,9.8337435417,10.0861462607,10.3860750819,9.7152984874,9.7376761045,10.0135559146,9.9012869207,9.7245292693,PBC
shu,7,57,6,0,2,6,SVO,_,66,12,78,1.3476359974462564,0.6193821946787638,50000.0,9.1197308983,9.2003486971,9.3858198995,9.6135683086,9.1198343899,9.1427100101,9.34334289,9.2530241895,9.124488945,PBC
sig,5,16,4,2,0,4,SVO,_,21,10,31,1.934530488630849,0.9071657675730821,50000.0,7.3899593663,7.4119316118,7.4789194817,7.5620067087,7.3900805705,7.4167518017,7.4512879655,7.437291626,7.3981235856,PBC
sil,11,20,5,0,1,5,SVO,_,32,10,42,1.875374788216114,0.7918583525674836,50000.0,7.8675376771,7.8986566092,7.9870789693,8.0970601309,7.8676536018,7.8932054193,7.9551210499,7.9300526492,7.8763412587,PBC
sim,14,7,11,4,3,2,SOV,_,24,17,41,2.290159598023366,0.9788698505067783,50000.0,8.7665728524,8.8133594526,8.9253059853,9.0669485169,8.7666769576,8.7896429583,8.8844520262,8.845719216,8.7800062802,PBC
sja,30,8,2,4,2,1,SOV,SOV,40,7,47,1.656573577884966,0.6071716548713029,50000.0,9.7267071361,9.7958122285,9.9192657184,10.0852838332,9.7267941884,9.7460202075,9.8858476479,9.8128016655,9.7492351875,PBC
sld,15,33,0,2,3,1,SVO,SVO,51,3,54,1.4618643100316127,0.3095434291503252,50000.0,8.4678330387,8.508762297,8.6109613771,8.7403967993,8.4679395444,8.4914348988,8.5756215026,8.5398048237,8.4791732664,PBC
slk,38,72,22,8,14,5,SVO,_,124,35,159,2.088505907435509,0.7603971182966425,50000.0,10.0769735352,10.1798665455,10.3570709027,10.5879532344,10.0770606439,10.0963176342,10.3139393535,10.2036540453,10.0900119609,PBC
sll,13,2,3,5,1,1,SOV,SOV,16,9,25,1.9850464172773457,0.9426831892554921,50000.0,8.7339428434,8.7720877003,8.8579401148,8.9701025913,8.7340418631,8.755870194,8.8220400392,8.7937507431,8.7509628839,PBC
slv,33,48,24,6,17,8,SVO,SVO,98,38,136,2.2817352728949354,0.8546480601169082,50000.0,9.8329778018,9.9330864107,10.126453769,10.3691946846,9.8330714522,9.8537729129,10.0702592442,9.9725770654,9.8446141767,PBC
sme,5,127,23,2,1,3,SVO,SVO,133,28,161,1.0578149639160042,0.6665783579949205,50000.0,9.8220230241,9.9151778429,10.0889429142,10.312186878,9.822114,9.8422231978,10.0422928972,9.9461250791,9.8347235146,PBC
smk,4,15,3,6,27,14,VSO,_,46,23,69,2.2164526755051503,0.9182958340544896,50000.0,8.597958262,8.6550168509,8.8024415102,8.9832062685,8.5980687323,8.6224658297,8.7605036389,8.7033350743,8.6058716849,PBC
sml,4,10,3,9,19,8,VSO,_,33,20,53,2.3465220353283684,0.9561550236844027,50000.0,8.8563468579,8.920893034,9.0813430247,9.2777013528,8.8564550537,8.8803541022,9.0420358752,8.9714340498,8.8686950036,PBC
smo,0,6,0,1,8,5,VSO,No dominant order,14,6,20,1.765957320949175,0.8812908992306927,50000.0,7.2802250439,7.3070014639,7.3942388846,7.4999641283,7.2803530186,7.3085440366,7.3603318969,7.3424442413,7.2857916749,PBC
sna,5,54,2,1,3,8,SVO,SVO,62,11,73,1.3524484891070367,0.6115516951951332,50000.0,11.2129560068,11.3618277081,11.5242760707,11.7629825535,11.2130256101,11.2284163655,11.4387793391,11.3297785789,11.2484448753,PBC
snc,34,3,9,3,0,0,SOV,SOV,37,12,49,1.3083254233025698,0.8030909760146978,50000.0,9.2220784805,9.2968100836,9.467571243,9.6782181249,9.2221813766,9.2449144741,9.4277175901,9.344754211,9.2358173272,PBC
snd,126,11,17,11,6,9,SOV,_,143,37,180,1.5542379058320441,0.732901009176448,50000.0,9.259751703,9.3178634593,9.4365589589,9.5918975459,9.259845809,9.2806233741,9.3957580058,9.3428692151,9.2734448088,PBC
snn,6,0,0,6,1,0,SOV,_,7,6,13,1.3143204867061788,0.9957274520849255,50000.0,9.7677494972,9.837027713,9.9601219582,10.1256199508,9.7678363628,9.7870187907,9.9188756809,9.8536991633,9.7926492192,PBC
snp,69,16,19,24,12,9,SOV,SOV,97,52,149,2.200465263334214,0.9331657618347242,50000.0,9.1951541599,9.2571034849,9.3905334407,9.5611856457,9.1952520238,9.2168623621,9.3457331697,9.289500351,9.2050467454,PBC
sny,23,2,1,0,0,0,SOV,_,25,1,26,0.6219041416291193,0.23519338181924143,50000.0,7.574526143,7.5992972169,7.6740928418,7.7663926823,7.5746469965,7.6012430512,7.6432997,7.6275679971,7.5837989664,PBC
som,81,42,20,4,2,1,SOV,SOV,125,25,150,1.652527064575149,0.6500224216483541,50000.0,9.7737805055,9.8722444421,10.0666290579,10.3093631848,9.7738754135,9.7948540009,10.0045176605,9.9142409246,9.7845922325,PBC
soq,42,5,7,5,2,0,SOV,_,49,12,61,1.4824078759237913,0.7153220528038851,50000.0,9.3404005303,9.4278134228,9.6266880442,9.8679806755,9.3405041146,9.3633964754,9.5659927879,9.4846021108,9.3529539034,PBC
soy,59,17,12,9,2,6,SOV,_,78,27,105,1.8988030582416842,0.8224042259549891,50000.0,8.9951843862,9.0507858531,9.1767990206,9.3370243629,8.9952851985,9.0175410407,9.1370281357,9.0842626968,9.0080340616,PBC
spa,217,366,71,73,80,40,SVO,SVO,663,184,847,2.1605471228245614,0.7550907274914241,50000.0,9.1161856159,9.2020403978,9.4122546455,9.6626907513,9.1162944702,9.1403522375,9.3548777795,9.26923571,9.1266005292,PBC
spp,14,7,2,6,2,1,SOV,SOV,23,9,32,2.1104928635144806,0.8571484374283715,50000.0,8.1240666123,8.1624855812,8.2692865194,8.4011936924,8.1241814725,8.1495149766,8.2365498488,8.1999274799,8.1334398062,PBC
sps,3,51,2,5,5,4,SVO,SVO,59,11,70,1.454027861350918,0.6274303352684106,50000.0,8.1118640935,8.1378181773,8.2014705943,8.2844200946,8.1119679532,8.1348337912,8.1714311349,8.1560330537,8.1222096317,PBC
spy,8,6,3,1,3,3,SOV,_,17,7,24,2.3443609377704338,0.8708644692353644,50000.0,9.9016551492,10.014589317,10.2358764411,10.5077653685,9.9017505325,9.9228401572,10.1852440004,10.0631763649,9.9177943512,PBC
sri,17,0,1,1,1,2,SOV,_,18,4,22,1.2100285140347622,0.6840384356390417,50000.0,9.9328816046,10.0238723808,10.187670239,10.4007751816,9.9329705154,9.9526198239,10.1474854412,10.0494910568,9.9534761528,PBC
srm,1,14,1,0,1,1,SVO,_,16,2,18,1.2086489509530647,0.5032583347756457,50000.0,7.2589291289,7.2756066836,7.3241743576,7.3856492006,7.2590456907,7.2846498847,7.3005238031,7.2929390621,7.2664613017,PBC
srn,5,41,8,0,2,1,SVO,_,48,9,57,1.3193940025195094,0.6292492238560345,50000.0,7.3548753595,7.3753039213,7.436362171,7.5126258581,7.354994659,7.3812312554,7.4059976668,7.3978975571,7.361661463,PBC
srp,47,79,29,4,12,6,SVO,_,138,39,177,2.0072940867693223,0.7607859931846075,50000.0,9.8297637384,9.9247796338,10.1028910905,10.3307242579,9.8298551366,9.8500583382,10.0571858845,9.9572484676,9.8427558808,PBC
srq,6,4,3,2,0,1,SOV,SOV,10,6,16,2.10845859334435,0.9544340029249649,50000.0,8.1037032804,8.1417615756,8.2472228704,8.3777384828,8.1038177963,8.1290761923,8.2123921917,8.178531268,8.1119434747,PBC
ssd,52,15,16,10,2,0,SOV,SOV,69,26,95,1.7883239743694932,0.8467017116008209,50000.0,8.5480894046,8.5996224714,8.7366793202,8.9040253558,8.5482020323,8.5730589985,8.6915889079,8.6462680999,8.5585943091,PBC
ssg,7,44,8,1,0,4,SVO,_,51,13,64,1.4395863175868078,0.7281342378690551,50000.0,8.1814376519,8.2165528492,8.3077527514,8.423257986,8.1815465517,8.2055623736,8.2741544966,8.245516685,8.1901697525,PBC
sso,36,111,18,3,4,13,SVO,_,151,34,185,1.7139938114312079,0.6882849619184828,,,,,,,,,,,
ssw,2,14,0,1,3,0,SVO,No dominant order,19,1,20,1.319035274338866,0.28639695711595625,50000.0,12.045104556,12.2632256192,12.4070913082,12.6616434578,12.0451624841,12.0579781116,12.3185076245,12.1531202258,12.0939009993,PBC
ssx,0,0,0,1,0,0,OVS,_,0,1,1,-0.0,-0.0,50000.0,9.4678187187,9.5375585969,9.6817738741,9.8657250853,9.4679147466,9.4891200517,9.6253950129,9.5703962733,9.4832144434,PBC
stn,14,37,8,1,6,1,SVO,_,57,10,67,1.803962049541287,0.6079696120060725,50000.0,7.9936453334,8.0276496555,8.1253421148,8.2454945788,7.9937627824,8.0196458612,8.0898286941,8.0631597964,8.0027403641,PBC
stp,2,6,3,5,2,1,SVO,_,10,9,19,2.3598063039211,0.9980008838722996,50000.0,8.0441699256,8.0789100221,8.1770504165,8.2982266551,8.0442859373,8.0698572586,8.1419545342,8.1138905624,8.0537832407,PBC
sua,1,10,0,0,4,2,SVO,SVO,15,2,17,1.54515219719895,0.5225593745369408,50000.0,8.1897770176,8.2192079965,8.2926435452,8.3873066455,8.1898824985,8.2131183789,8.2601968551,8.2410107852,8.2007689414,PBC
sue,48,8,5,9,3,3,SOV,SOV,59,17,76,1.7515204012546373,0.7668379316856329,50000.0,8.6344963772,8.6836057164,8.8084237255,8.9633157164,8.6346051561,8.6586094297,8.7699768325,8.7233527445,8.6456597978,PBC
suk,0,11,0,1,2,1,SVO,SVO,13,2,15,1.2366407419411674,0.5665095065529053,50000.0,9.6968814753,9.7971776346,10.0038186431,10.2578200393,9.696979206,9.7185834741,9.9633192134,9.846905084,9.7093187389,PBC
sun,5,35,12,4,1,6,SVO,SVO,41,22,63,1.8873772079365598,0.9333572600179805,50000.0,10.032476959,10.128170921,10.2954124832,10.513707828,10.0325645597,10.0519253265,10.2401649242,10.1517423153,10.0512779624,PBC
sur,3,43,6,0,2,1,SVO,SVO,48,7,55,1.1341952233668302,0.5499109046334101,50000.0,7.7384406876,7.7621008863,7.8257937933,7.9071787427,7.7385513534,7.762914957,7.7956204049,7.782921005,7.7459404632,PBC
sus,45,11,2,1,0,2,SOV,SOV,56,5,61,1.189964597565417,0.40907313904382653,50000.0,7.7314713614,7.7633982027,7.8561570666,7.9710156734,7.7315891207,7.7575566108,7.8191505758,7.7971031441,7.7375417217,PBC
swe,82,706,94,22,159,32,SVO,SVO,947,148,1095,1.6587656481268307,0.5714210714185401,50000.0,8.8843103226,8.9373005115,9.0600943037,9.2159946209,8.8844124107,8.906949306,9.0206608141,8.9710338023,8.8972610778,PBC
swg,67,49,16,3,19,7,SOV,_,135,26,161,2.047278661752438,0.6378638453597687,50000.0,8.9181354003,8.9793489508,9.1290194225,9.3133456058,8.918242274,8.9418403048,9.0821619047,9.02533939,8.9295651941,PBC
swh,9,38,6,1,4,10,SVO,SVO,51,17,68,1.900997745999786,0.8112781244591328,50000.0,10.1560604262,10.2685617855,10.4676322341,10.720307781,10.156149846,10.1759181315,10.4098345946,10.3003931918,10.1722949305,PBC
swk,8,46,0,1,9,2,SVO,_,63,3,66,1.3684369225159774,0.26676498780302604,50000.0,10.2596621913,10.3876869493,10.6121817713,10.892553847,10.2597520351,10.279619041,10.5441231469,10.4242602221,10.2784480113,PBC
swp,29,10,31,4,0,2,OSV,_,39,37,76,1.804758889370344,0.9995003941817588,50000.0,8.3116514953,8.3633288316,8.5114234002,8.6888177804,8.311770429,8.3380207981,8.4633769837,8.4183884825,8.3202289516,PBC
sxb,15,40,8,0,8,14,SVO,_,63,22,85,2.023703269803246,0.8249658680139926,50000.0,9.8581892494,9.9495984072,10.1205462405,10.3398585731,9.8582804148,9.8784280225,10.0763667994,9.9804420097,9.875698626,PBC
sxn,12,54,5,3,2,3,SVO,_,68,11,79,1.5328580823005846,0.5822463050121238,50000.0,9.0416727747,9.1391123977,9.3893947155,9.6793728591,9.0417862757,9.0668788561,9.3355239343,9.2257886748,9.0507786991,PBC
szb,32,8,3,4,1,1,SOV,_,41,8,49,1.599303976724117,0.6420642892306891,50000.0,9.0895210231,9.1496381254,9.2878753662,9.4612479704,9.0896233834,9.1122213734,9.2434392923,9.1879726099,9.1063667928,PBC
tab,53,3,5,10,1,0,SOV,_,57,15,72,1.2648750984239308,0.7382848661434506,50000.0,10.9242608739,11.0526030247,11.2075402255,11.4313310169,10.9243331508,10.9403127107,11.1532422209,11.0340711139,10.9546980209,PBC
tac,2,2,0,1,0,0,SOV,SOV,4,1,5,1.5219280948873621,0.7219280948873623,50000.0,8.9497500609,9.0188118725,9.1892382183,9.3964406094,8.9498582211,8.9737494746,9.1363116542,9.0725349315,8.9602254608,PBC
taq,3,7,3,3,6,5,SVO,VSO,16,11,27,2.494311115509491,0.9751190649408661,50000.0,11.1512064375,11.3162507502,11.5065810771,11.7756810693,11.1512785873,11.1672382293,11.4623546065,11.2903287003,11.1745727218,PBC
tar,9,21,2,2,1,1,SVO,SOV,31,5,36,1.7041474766830127,0.5813214987637028,50000.0,8.4050682389,8.4512633341,8.576528479,8.7299768862,8.4051819492,8.4302700064,8.5361284295,8.4945702476,8.4163178627,PBC
tat,71,1,4,10,1,1,SOV,SOV,73,15,88,1.029302909163365,0.6587435307694672,50000.0,10.7375425082,10.8576180165,11.0132405826,11.2340942805,10.7376171237,10.7541134789,10.9698179411,10.8475013842,10.7634153102,PBC
tav,5,2,2,3,1,1,SOV,_,8,6,14,2.35274578087187,0.9852281360342515,50000.0,9.2223463828,9.3016513292,9.4827893437,9.7051858571,9.2224495112,9.2452388048,9.435272398,9.3527534841,9.2323507634,PBC
tbc,50,5,8,4,3,1,SOV,SOV,58,13,71,1.494009972105576,0.6868088934028035,50000.0,8.4021894575,8.4358908137,8.5193684693,8.6261469671,8.4022949678,8.4255418141,8.4835509204,8.4607486244,8.4163828201,PBC
tbg,34,8,5,1,4,1,SOV,SOV,46,7,53,1.641441641790589,0.5631028237513912,50000.0,9.8244613796,9.9059303685,10.0562393626,10.2522366819,9.8245512078,9.8443957883,9.9969234388,9.9310810956,9.8472625416,PBC
tbo,20,11,32,6,4,3,OSV,SOV,35,41,76,2.1327041949008496,0.9954993847275952,50000.0,8.2630372073,8.3094775607,8.4384790742,8.5959103701,8.2631527508,8.2886532572,8.4003887072,8.355210394,8.2712912233,PBC
tby,1,2,0,0,0,0,SVO,_,3,0,3,0.9182958340544896,-0.0,50000.0,8.3896108555,8.4688003863,8.7023810506,8.9707776451,8.3897345517,8.4170751739,8.66241375,8.5607368336,8.3942563527,PBC
tbz,25,48,2,1,4,4,SVO,_,77,7,84,1.6045245087432414,0.41381685030363374,50000.0,9.3141009194,9.3838407976,9.5339927067,9.7237199914,9.314199407,9.3359526024,9.4770648013,9.4210423523,9.3267926742,PBC
tca,15,16,4,4,6,1,SVO,No dominant order,37,9,46,2.1732764356558234,0.7131467486384921,50000.0,8.1964813471,8.2742570368,8.5136143969,8.7867130299,8.1966087992,8.2247810082,8.4771489931,8.3720181789,8.2004002747,PBC
tcc,8,29,1,5,15,7,SVO,_,52,13,65,2.1031996173104948,0.7219280948873623,50000.0,10.0225956999,10.1456864407,10.3799441658,10.6666969238,10.0226899684,10.0435357341,10.3135456916,10.1945413149,10.0359533666,PBC
tcw,10,3,3,8,1,2,SOV,_,14,13,27,2.2093669113041883,0.9990102708804813,,,,,,,,,,,
tcz,39,4,5,17,4,3,SOV,_,47,25,72,1.8923960734772605,0.9315627684809642,50000.0,11.3550521659,11.5308734106,11.7182229148,11.9882292446,11.3551220869,11.3705880572,11.6199902559,11.4932548594,11.3867571019,PBC
tee,8,23,4,2,9,5,SVO,No dominant order,40,11,51,2.178682391447399,0.7522121733341474,50000.0,8.0122479888,8.0946258757,8.3616400465,8.6609227959,8.0123809392,8.0417729874,8.3267946839,8.2091385659,8.0148398363,PBC
tem,3,85,15,0,0,3,SVO,SVO,88,18,106,0.9457377799390542,0.6572729784684465,50000.0,8.6124398954,8.6686040133,8.8157242851,8.9951546591,8.6125515894,8.6372120231,8.7677587055,8.7179076156,8.6221127214,PBC
teo,2,44,2,2,39,9,SVO,VSO,85,13,98,1.7078220607616412,0.564669579752567,50000.0,10.254783901,10.3700840887,10.5636576111,10.8134963793,10.2548705096,10.2740190032,10.5060621066,10.3945949585,10.2754045462,PBC
ter,3,3,2,0,4,7,VOS,_,10,9,19,2.1868085945630504,0.9980008838722996,50000.0,9.896837253,9.9955464477,10.1806949282,10.4158512427,9.8969290331,9.9172164799,10.1388856218,10.029993344,9.912120714,PBC
tfr,7,1,5,8,1,4,OVS,SOV,9,17,26,2.2673195285703214,0.9305861291319928,50000.0,8.1323913064,8.1643902824,8.2472610944,8.3527222847,8.1324997603,8.1564056037,8.2152448871,8.1904926854,8.1399718662,PBC
tgk,52,2,9,11,0,0,SOV,SOV,54,20,74,1.2769406877731677,0.8418521897563207,50000.0,9.4601730647,9.5467059132,9.7303218804,9.9586553354,9.4602716354,9.4820576145,9.6820501211,9.5921815713,9.4701918769,PBC
tgl,12,73,11,29,130,33,VSO,VSO,215,73,288,2.082477914278656,0.8167352255396205,50000.0,8.5535377001,8.6168864393,8.7874578793,8.9923922876,8.5536520783,8.5789187107,8.7413149134,8.6764641035,8.5605846577,PBC
tgp,14,55,4,0,4,4,SVO,_,73,8,81,1.4598777417406401,0.46506984488164627,50000.0,7.5701123637,7.5954893694,7.669816164,7.7624293449,7.5702303376,7.5962097869,7.6362492663,7.6225642117,7.576633578,PBC
thk,9,28,4,2,6,5,SVO,_,43,11,54,2.0464675334716635,0.7292739418449411,50000.0,10.1644629185,10.2750454934,10.4676570469,10.7143056068,10.1645512904,10.1840877643,10.4175033819,10.3035993724,10.1806234588,PBC
tih,6,35,2,5,31,8,SVO,VSO,72,15,87,2.0035824993679157,0.6631968402398287,50000.0,8.3341667493,8.3811986076,8.5095089125,8.6666060172,8.3342808753,8.3594679258,8.4711693178,8.4257800853,8.3418434457,PBC
tik,11,24,2,1,2,0,SVO,No dominant order,37,3,40,1.5196068993294118,0.38431154412649704,50000.0,8.1631855953,8.1961944579,8.283968877,8.3944007949,8.1632964144,8.1877180511,8.252215694,8.2250822884,8.1739015626,PBC
tim,25,12,6,13,9,5,SOV,_,46,24,70,2.3739914229363848,0.9275265884316758,50000.0,9.2589547276,9.3219427931,9.4575996409,9.6305021173,9.2590527808,9.2807028693,9.4095920828,9.3551193552,9.2751903158,PBC
tir,53,12,9,32,7,2,SOV,SOV,72,43,115,2.003923585136658,0.9536293156744908,50000.0,10.8737241834,11.0284387995,11.2388901824,11.5189568112,10.8738027266,10.8911748654,11.1690053603,11.0284077733,10.8998768375,PBC
tku,7,36,7,2,1,6,SVO,_,44,15,59,1.7651846770727457,0.8179252501386403,50000.0,9.3452227205,9.4442493081,9.6729433316,9.9456607418,9.3453280814,9.368622189,9.6298152957,9.5122342039,9.3547660932,PBC
tlb,5,41,4,0,10,5,SVO,SOV,56,9,65,1.6516263655347827,0.5801954953637369,50000.0,8.9040088491,8.9913063261,9.2147708732,9.4781192552,8.9041210878,8.9289322812,9.1634353562,9.0669736146,8.9084992355,PBC
tlf,6,2,2,3,0,0,SOV,SOV,8,5,13,1.8339272176418302,0.9612366047228759,50000.0,8.6886167561,8.744766447,8.8903877773,9.0681552264,8.6887277678,8.7132340578,8.8440953804,8.7930668078,8.7004561708,PBC
tna,32,7,6,3,2,1,SOV,No dominant order,41,10,51,1.7132852054833851,0.7140152804378671,50000.0,8.1384744666,8.1801683533,8.3002900283,8.446226268,8.1385928755,8.1647103091,8.2664667093,8.2244410736,8.1474735909,PBC
tob,8,17,3,2,0,1,SVO,No dominant order,25,6,31,1.7205912844701254,0.7088356733321961,50000.0,8.4674302193,8.5333036749,8.7204109053,8.940934172,8.4675495149,8.4939020221,8.6722262342,8.6032659034,8.4750351625,PBC
toc,9,20,2,1,5,5,SVO,_,34,8,42,2.0545277118358634,0.7024665512903903,50000.0,9.6115477432,9.7168500543,9.9459774872,10.2209422867,9.6116495259,9.6341515624,9.892780042,9.7792819642,9.6276696493,PBC
toh,32,56,4,4,0,2,SVO,_,88,10,98,1.479894786612904,0.47543164626872064,50000.0,8.5532484121,8.6074071839,8.747541146,8.9198951845,8.5533588085,8.5777342838,8.7002458895,8.6532759813,8.5615410429,PBC
toj,3,7,2,0,1,2,SVO,_,11,4,15,2.013132465170739,0.8366407419411673,50000.0,8.1976612886,8.2511564207,8.4067054628,8.5924490733,8.1977814424,8.2243113147,8.3602928947,8.3097632273,8.2020880916,PBC
too,5,34,4,3,1,5,SVO,SVO,40,12,52,1.6822107748036186,0.7793498372920852,50000.0,9.0306422387,9.1241288774,9.359878458,9.6363832561,9.0307538061,9.0554193107,9.3215533945,9.2031462857,9.0365467278,PBC
top,10,25,6,3,5,2,SVO,_,40,11,51,2.0804647797328886,0.7522121733341474,50000.0,9.7574557647,9.8628302105,10.0761522966,10.3383039536,9.7575526603,9.7789749052,10.0267295001,9.9125810235,9.7716185643,PBC
tos,5,17,4,2,5,4,SVO,_,27,10,37,2.217395277787615,0.8418521897563207,50000.0,9.8507184409,9.9700293208,10.213126418,10.5056437101,9.850816758,9.8725573881,10.1577818589,10.0295222691,9.8680887513,PBC
tot,9,36,10,3,3,8,SVO,_,48,21,69,2.0306160362259282,0.8865408928220899,,,,,,,,,,,
tpi,2,30,3,0,1,2,SVO,_,33,5,38,1.1436747405378216,0.5617526078313282,50000.0,6.744941624,6.7596715404,6.8077092682,6.8671191221,6.7450682849,6.7728711647,6.7824877104,6.7788718946,6.7492305505,PBC
tpm,6,26,5,1,1,2,SVO,_,33,8,41,1.6665557082660802,0.7120640548905479,50000.0,7.9243040071,7.9582506214,8.0586553324,8.1811571525,7.9244240781,7.9508819722,8.0232857659,7.9959802469,7.9345986081,PBC
tpt,13,29,5,1,5,7,SVO,SVO,47,13,60,2.0425917523116746,0.7540340561971326,50000.0,8.7097431261,8.8002145321,9.0503807793,9.3379539029,8.709862078,8.7361596539,9.0090150025,8.8935603784,8.7156685132,PBC
tpz,5,25,4,1,3,1,SVO,_,33,6,39,1.68383984140152,0.6193821946787638,50000.0,7.5734756689,7.5919998732,7.6414299255,7.7052342011,7.5735851759,7.5976552169,7.6158496543,7.6078265462,7.5819569553,PBC
trc,0,4,0,0,9,2,VSO,VSO,13,2,15,1.3382689280764646,0.5665095065529053,50000.0,7.4262960896,7.4449645635,7.4969565516,7.563392346,7.4264089817,7.4512335233,7.4706425928,7.4625562819,7.4334976796,PBC
trn,6,32,6,3,7,8,SVO,_,45,17,62,2.0924878915929948,0.8474179614176633,50000.0,8.9309229706,9.0305122093,9.2866665669,9.5841974686,8.9310363565,8.956111251,9.2640979593,9.1187991585,8.9368999112,PBC
trq,1,12,0,3,12,5,SVO,_,25,8,33,1.9412538771188164,0.7990485210442682,50000.0,7.3351131228,7.3580664009,7.4280721528,7.5148404509,7.335234405,7.3619331833,7.3986660468,7.3845798654,7.3406414284,PBC
tsn,22,51,6,1,2,2,SVO,_,75,9,84,1.5481392911728826,0.49123734182433315,50000.0,7.9141311446,7.9645100554,8.1207565916,8.305630734,7.9142567664,7.9419950408,8.0782925047,8.0269000939,7.9207935145,PBC
tso,23,49,3,3,2,2,SVO,_,74,8,82,1.5688631954073102,0.4612160405139095,50000.0,8.2480460633,8.2952221911,8.429131473,8.5912146758,8.2481636453,8.2741112789,8.3843109173,8.344077077,8.256735269,PBC
tsw,8,44,7,0,3,4,SVO,_,55,11,66,1.5501310409250024,0.6500224216483541,,,,,,,,,,,
tsz,39,13,13,4,1,1,SOV,SVO,53,18,71,1.7787313560216385,0.8168114277045246,50000.0,10.0528690736,10.1896654174,10.4521017901,10.7673962475,10.0529646582,10.0741060046,10.3897033917,10.2473462176,10.0611132172,PBC
ttc,10,47,5,7,4,11,SVO,_,61,23,84,1.9685099262124166,0.8468781063424822,50000.0,8.5242649084,8.57383591,8.7027045711,8.8618160621,8.5243753863,8.5487592819,8.6608401358,8.6160969712,8.5334422724,PBC
tte,32,8,6,7,9,9,SOV,_,49,22,71,2.25932585915691,0.8930108100446013,50000.0,9.1052470111,9.1733133631,9.3306761739,9.526058682,9.1053501977,9.1281430376,9.2853872407,9.2177978404,9.1182943344,PBC
