ISO,SOV,SVO,OSV,OVS,VSO,VOS,MAX,WALS,Num_Sentences,SO,OS,H,H_SO,num_tokens,H_ML,H_MM,H_Jeff,H_Lap,H_SG,H_minmax,H_CS,H_NSB,H_shrink,corpus
bps,4,19,2,1,18,4,SVO,_,48,41,7,1.96476931777554,0.599314237309809,50000,7.9792207085,8.0261371512,8.1662294533,8.3343429987,7.9793424904,8.006226564,8.1261572368,8.07980557,7.984978233,PBC
ncu,7,29,6,0,5,1,SVO,_,48,41,7,1.67553856755727,0.599314237309809,50000,7.7540886386,7.7850055934,7.8765198552,7.9890683756,7.7542082198,7.780559832,7.8426549055,7.8190970531,7.7613655918,PBC
xon,15,141,0,8,2,19,SVO,_,185,158,27,1.19629647469044,0.599601348243902,50000,7.724607949,7.7524663902,7.8304427559,7.9286233236,7.7247220561,7.7498736968,7.7987762614,7.7793705609,7.7315950588,PBC
myb,15,46,6,1,3,4,SVO,SVO,75,64,11,1.68279373823934,0.601435386429077,50000,8.8430290481,8.8978370327,9.0299766876,9.1949903555,8.8431343142,8.8663705482,8.9827761465,8.9370455661,8.8540557332,PBC
kaz,81,4,4,10,2,1,SOV,_,102,87,15,1.13568876175063,0.602430802040445,50000,11.3820166788,11.5318549857,11.6731627777,11.8959018903,11.3820814276,11.3963985629,11.6007677436,11.4819800687,11.4241187548,PBC
kpv,15,100,12,4,1,4,SVO,SVO,136,116,20,1.33740013595435,0.602430802040445,50000,10.5623662214,10.6687216998,10.8131009143,11.0177223355,10.5624420725,10.5792079995,10.7692598693,10.663467131,10.5853503982,PBC
krc,83,2,6,9,2,0,SOV,SOV,102,87,15,1.01392168688226,0.602430802040445,50000,10.29354056,10.4030266866,10.5770268089,10.8082905953,10.2936238797,10.3120442174,10.5328299971,10.4177345273,10.3129166022,PBC
bcn,17,84,8,7,61,13,SVO,_,190,162,28,1.99104660729808,0.603215406831358,,,,,,,,,,,
bku,4,75,7,2,2,5,SVO,_,95,81,14,1.19698690605694,0.603215406831358,50000,8.7547650471,8.8039898019,8.9222365787,9.0715161552,8.7548694742,8.7779163423,8.885731572,8.8383851651,8.7678364383,PBC
rop,4,42,6,1,6,2,SVO,_,61,52,9,1.54554255452417,0.603652249754401,,,,,,,,,,,
kqp,10,62,3,5,3,5,SVO,_,88,75,13,1.51501675334116,0.604123458148374,50000,7.828909254,7.8565657179,7.9332803907,8.0297882926,7.8290228437,7.854044633,7.9016133933,7.8828857063,7.8375683001,PBC
kki,5,38,1,1,3,6,SVO,_,54,46,8,1.47163660416748,0.605186576633421,50000,10.7351660241,10.878613192,11.0841065954,11.355308627,10.7352463955,10.7530203103,11.0008115684,10.8854773882,10.7511047533,PBC
nhi,10,53,9,0,6,3,SVO,_,81,69,12,1.57944194658593,0.605186576633421,50000,9.2950766871,9.3843795102,9.5870423595,9.8334180955,9.2951799875,9.3180152692,9.5539903198,9.4417410921,9.3035024516,PBC
mzh,5,51,7,2,7,2,SVO,SVO,74,63,11,1.55801685449666,0.606448190149153,50000,8.6043453367,8.6714018022,8.8517609993,9.0671181627,8.6044600391,8.6297993079,8.7969436039,8.7347695132,8.6091879149,PBC
alq,11,18,2,3,5,1,SVO,_,40,34,6,2.03500494969806,0.6098403047164,50000,9.2771624998,9.3712694973,9.5906076577,9.8534554604,9.2772680897,9.300612038,9.5629142956,9.4367791849,9.2883434242,PBC
kpz,15,26,5,3,78,13,VSO,VSO,140,119,21,1.8753800955915,0.6098403047164,50000,9.5293172483,9.615229738,9.7966307523,10.0221949172,9.5294155856,9.551146988,9.7485781865,9.6598795874,9.5453547269,PBC
min,3,45,2,3,3,4,SVO,No dominant order,60,51,9,1.38358973158642,0.6098403047164,50000,8.6953300152,8.7453193983,8.8682443656,9.0221788288,8.6954362717,8.7188871661,8.8249543653,8.782536477,8.7064139374,PBC
myy,3,0,2,14,0,1,OVS,_,20,3,17,1.31903527433887,0.6098403047164,50000,8.9687105547,9.0363873791,9.2021866492,9.4045487299,8.9688180502,8.9925612087,9.1568049918,9.0879778583,8.9809729227,PBC
ote,11,37,5,2,3,2,SVO,VOS,60,51,9,1.72075642377716,0.6098403047164,50000,8.3068211036,8.3548484215,8.4893818346,8.6525145872,8.3069376443,8.3326562736,8.4495270813,8.4032725195,8.3157263823,PBC
qvn,8,7,1,2,2,0,SOV,_,20,17,3,1.9393538721672,0.6098403047164,50000,11.2147242927,11.3969943842,11.6095893758,11.9025850587,11.2147977007,11.2310380155,11.5549032737,11.3729815728,11.2395801342,PBC
kmr,117,21,16,8,3,1,SOV,SOV,166,141,25,1.41825493995069,0.611345784162599,50000,8.8194543059,8.8743777061,9.0048351746,9.1689507327,8.8195582756,8.8425146264,8.9628479202,8.911897368,8.8302003737,PBC
ksr,50,17,5,6,0,1,SOV,_,79,67,12,1.50885551692703,0.614571561223627,50000,10.0806643036,10.1735450103,10.3325039632,10.5419282407,10.0807506823,10.099838224,10.2732895729,10.1936912789,10.1016633549,PBC
aau,37,1,7,0,1,0,SOV,SOV,46,39,7,0.906143282520614,0.615253891056341,50000,8.3677145862,8.4018920317,8.4888173056,8.5990492835,8.3678221766,8.3915277838,8.4539701343,8.428913496,8.3825368465,PBC
tuc,8,41,5,0,1,4,SVO,_,59,50,9,1.42045198726391,0.616166193400535,50000,8.4148723016,8.4469289855,8.5228328265,8.6216909179,8.4149742039,8.4374287542,8.4918982409,8.4676612739,8.4272211,PBC
cat,91,236,31,21,6,8,SVO,SVO,393,333,60,1.65186744014118,0.616486184265626,50000,9.1461101725,9.2262951628,9.4158343055,9.6459650544,9.1462158476,9.1695690078,9.3731048411,9.2830439858,9.1570677979,PBC
bud,20,99,14,3,3,5,SVO,SVO,144,122,22,1.49515242037843,0.616748259826391,50000,8.9677761548,9.0359867763,9.1998931207,9.4014066094,8.9678820757,8.991281666,9.1549431093,9.0852833454,8.9772576036,PBC
kbh,23,6,3,1,4,2,SOV,No dominant order,39,33,6,1.84164356512374,0.619382194678764,50000,9.6642075513,9.7712266694,9.9934397435,10.2644181394,9.664306064,9.6860889803,9.9622183846,9.8259926696,9.6742579906,PBC
kin,8,33,4,0,3,4,SVO,SVO,52,44,8,1.6385186904297,0.619382194678764,50000,10.9172306395,11.0715124472,11.2756489948,11.5506157109,10.9173079325,10.9344034268,11.2208323335,11.0668601098,10.9426598032,PBC
kpj,15,5,2,1,2,1,SOV,SOV,26,22,4,1.84609358704245,0.619382194678764,50000,10.2087350386,10.3551830122,10.6237018064,10.9473392521,10.2088284764,10.2294968227,10.5609662932,10.408521371,10.2217494999,PBC
mwm,13,29,2,2,2,4,SVO,_,52,44,8,1.79684038747698,0.619382194678764,,,,,,,,,,,
blz,5,83,9,3,5,5,SVO,_,110,93,17,1.35189237952239,0.621099370485544,50000,8.5565563556,8.6150864934,8.7692163448,8.9569158673,8.5566684432,8.5814254427,8.7285015779,8.6669898866,8.5651015452,PBC
mqy,7,95,2,11,29,11,SVO,SVO,155,131,24,1.70982303937383,0.62181786837931,50000,8.7572487457,8.8118980338,8.948887121,9.1180623873,8.7573569623,8.7812439618,8.9023603327,8.8550939962,8.7693553636,PBC
qvo,55,2,5,4,3,2,SOV,_,71,60,11,1.27172863752642,0.622040309060719,50000,10.4507292821,10.5617879463,10.72822357,10.9532741941,10.4508099546,10.4686428557,10.6638661571,10.569310622,10.4744584364,PBC
caf,22,2,1,4,3,0,SOV,_,32,27,5,1.47305052774425,0.625262405223423,50000,9.2790770816,9.3741362579,9.6022210733,9.8716637241,9.2791852222,9.3030881398,9.5444121611,9.4461512085,9.2889857839,PBC
tuo,19,4,1,3,4,1,SOV,_,32,27,5,1.82920280445026,0.625262405223423,50000,9.7821677598,9.8630740977,10.0117140345,10.2064961291,9.7822571564,9.8020091138,9.9694498966,9.8872492138,9.7995404666,PBC
avt,19,70,7,3,8,8,SVO,SVO,115,97,18,1.78316999965618,0.625923131656436,50000,8.4140448304,8.4612642391,8.5893713668,8.746044442,8.4141586753,8.4392782605,8.546644186,8.5056489304,8.4250505811,PBC
ayr,59,8,9,3,3,1,SOV,_,83,70,13,1.44594256472456,0.626177653973649,50000,11.7234866262,11.9439448554,12.138358263,12.4318859033,11.7235521026,11.7380401879,12.0662876911,11.8716407905,11.7484659743,PBC
cak,35,124,5,13,18,15,SVO,_,210,177,33,1.83223307075466,0.627430335268411,50000,8.2594534964,8.31455002,8.472300898,8.6610959739,8.2595723739,8.2858243462,8.4355690954,8.3730617992,8.2639845356,PBC
tue,29,3,3,3,0,0,SOV,SOV,38,32,6,1.16513510909648,0.629249223856034,50000,10.4215250584,10.5332040815,10.7027728864,10.9311015,10.4216063077,10.4395683961,10.6672221917,10.5423865652,10.4452012762,PBC
ycn,7,9,1,0,0,2,SVO,SVO,19,16,3,1.60683227831811,0.629249223856034,50000,9.4045533266,9.4712058375,9.6066862143,9.7819887565,9.4046477734,9.4255076368,9.5693220195,9.5001270133,9.4215391021,PBC
wuv,4,111,7,3,2,12,SVO,_,139,117,22,1.13616349624809,0.630162887102796,50000,8.3940887558,8.4461989007,8.5899695468,8.7639520394,8.3942043775,8.419726523,8.5429771639,8.497320707,8.4026636724,PBC
myx,12,55,5,2,2,6,SVO,_,82,69,13,1.57567700789523,0.630797079575061,50000,10.1509329595,10.2624821401,10.4589094953,10.7089817196,10.1510220454,10.1707161079,10.3963688076,10.2931699524,10.1668380894,PBC
vag,14,52,8,1,3,4,SVO,_,82,69,13,1.64437247102898,0.630797079575061,50000,7.9926455932,8.0268230387,8.1229550119,8.2421171848,7.9927610416,8.0182129297,8.0885159138,8.0607759854,8.0015681883,PBC
bug,8,33,3,4,12,3,SVO,SVO,63,53,10,1.99324292426484,0.631263018091612,50000,9.684049011,9.7820512851,9.9793980539,10.2249728538,9.684145006,9.7053660764,9.9259259817,9.8265692679,9.6947796426,PBC
daa,14,38,6,1,1,3,SVO,_,63,53,10,1.64412314689431,0.631263018091612,50000,9.0746001717,9.142002884,9.2966836684,9.4897415364,9.0747026473,9.0973410385,9.2552461286,9.184907062,9.0866726205,PBC
hto,30,6,5,2,1,0,SOV,SOV,44,37,7,1.45201949711413,0.632130278121971,50000,9.8489749896,9.9554458836,10.1662959556,10.4264373216,9.8490706533,9.8702193476,10.1139577591,10.002368327,9.8661862608,PBC
wal,105,6,17,4,0,0,SOV,SOV,132,111,21,0.998996977990835,0.632130278121971,50000,10.6642307824,10.788259275,10.9628563388,11.2005665096,10.6643093062,10.6816698822,10.895983118,10.7894905373,10.6937730017,PBC
dwr,112,3,16,6,1,0,SOV,_,138,116,22,0.973101168539458,0.63292089848238,50000,10.7959677132,10.925204335,11.096940989,11.3346177841,10.7960439939,10.8129092391,11.0268238737,10.9191469423,10.8275469239,PBC
bbc,0,32,4,7,73,9,VSO,VOS,125,105,20,1.62148026653708,0.634309554640566,50000,8.3056209326,8.3651032492,8.5357516017,8.7387039399,8.3057403471,8.332117277,8.4926960831,8.4288468142,8.3130917169,PBC
leh,7,53,4,1,3,7,SVO,_,75,63,12,1.48698348379162,0.634309554640566,50000,10.6577763543,10.7929135988,10.9929037315,11.2558112641,10.6578578791,10.6758844046,10.9077985591,10.8035741193,10.6794723529,PBC
ntr,6,50,5,0,7,7,SVO,_,75,63,12,1.58061610547846,0.634309554640566,50000,7.792256536,7.8134352992,7.8679686259,7.9387568345,7.7923634849,7.8158928171,7.8413780649,7.8300822569,7.8024224692,PBC
poi,9,35,0,2,3,7,SVO,SVO,56,47,9,1.62055844772508,0.636015617739215,50000,8.6893911585,8.763718807,8.9598963774,9.1934980215,8.6895047441,8.7146071898,8.9156146001,8.8314664186,8.6935947382,PBC
zav,3,27,1,4,17,4,SVO,_,56,47,9,1.90335995131059,0.636015617739215,50000,9.2708870917,9.353409248,9.5415809394,9.7715382342,9.2709903893,9.2938181529,9.4953695487,9.4067395802,9.2810627515,PBC
rus,39,476,61,23,47,24,SVO,SVO,670,562,108,1.51191934430482,0.637158416393172,50000,10.1841550612,10.2979981269,10.49182583,10.7416906232,10.1842422403,10.2035179472,10.4437769206,10.3239166327,10.197899999,PBC
acu,21,5,3,0,0,2,SOV,_,31,26,5,1.38635134732384,0.637387499222191,50000,10.3076738291,10.4245609813,10.6138146237,10.8613423035,10.3077585105,10.326482698,10.5809689905,10.4438376112,10.3238082657,PBC
fuv,8,71,10,3,4,3,SVO,_,99,83,16,1.46409296919039,0.638161945314006,50000,9.148305227,9.2180595323,9.377323474,9.5754218805,9.1484076202,9.1710273298,9.3381798424,9.2621827936,9.1602625782,PBC
nhu,7,74,9,1,2,6,SVO,SVO,99,83,16,1.32440577635988,0.638161945314006,50000,8.0749922805,8.1075827614,8.19372046,8.3027447131,8.0751023221,8.0993636576,8.1601434828,8.13549014,8.0837729881,PBC
pib,2,27,2,1,2,3,SVO,SOV,37,31,6,1.44899795858633,0.639457132485164,50000,10.0104429931,10.1630657015,10.4609218063,10.8114971727,10.010540424,10.0320966276,10.4335131119,10.2330306755,10.0176719258,PBC
gof,121,7,14,11,1,0,SOV,_,154,129,25,1.10970437914655,0.63987276995485,50000,10.6538180514,10.7726961228,10.9368156524,11.1636300225,10.6538954025,10.6709954657,10.875217007,10.7706772329,10.6827832783,PBC
snd,191,13,17,13,7,11,SOV,_,252,211,41,1.34754802116989,0.640726109981831,50000,9.259751703,9.3178634593,9.4365589589,9.5918975459,9.259845809,9.2806233741,9.3957580058,9.3428692151,9.2734448088,PBC
xal,69,4,9,5,4,1,SOV,_,92,77,15,1.33196246687102,0.641541058582717,50000,10.7429957468,10.8569253742,11.0032140385,11.2127192331,10.74306978,10.7594339225,10.9448803777,10.845857763,10.7738848052,PBC
zpi,1,8,2,3,37,4,VSO,_,55,46,9,1.57218404024403,0.642938350040961,50000,7.9568547577,7.9982456784,8.117725593,8.2636755861,7.9569729114,7.9830487547,8.0806644632,8.0419864415,7.9618853092,PBC
zat,11,32,1,1,8,8,SVO,_,61,51,10,1.89706934075944,0.643639413146167,50000,8.5494082891,8.6100014808,8.7754793573,8.9738019904,8.5495238008,8.5750329213,8.728160579,8.66883093,8.5588648274,PBC
cax,7,34,1,7,20,4,SVO,_,73,61,12,1.98824555327638,0.644694043811662,50000,9.4649196385,9.5320338118,9.6673013989,9.8423373682,9.4650137058,9.4857871226,9.619921609,9.5604620927,9.4848720089,PBC
hot,26,52,7,2,8,8,SVO,_,103,86,17,1.94586186243168,0.646251622274129,50000,7.8826772359,7.9063085806,7.9661740159,8.0440030668,7.8827831027,7.906093028,7.9388585663,7.9241792113,7.8899679988,PBC
nya,10,161,17,7,5,11,SVO,SVO,211,176,35,1.31210089789945,0.648185110634967,50000,10.2577136445,10.3759857839,10.5759627611,10.8325360418,10.257800789,10.2770691143,10.5300471245,10.4025460534,10.2757368109,PBC
cme,8,34,2,3,3,4,SVO,SVO,54,45,9,1.74593358351831,0.650022421648354,50000,8.7331500492,8.7850149359,8.9111445273,9.0693635694,8.7332555393,8.7565428489,8.8698766852,8.8225632996,8.7442020014,PBC
cpb,1,6,0,2,8,1,VSO,_,18,15,3,1.86382639009082,0.650022421648354,50000,10.9643049598,11.1404868782,11.376479772,11.6853179185,10.9643838103,10.9818283746,11.3185104523,11.1405092728,10.9861151129,PBC
guj,24,5,4,0,1,2,SOV,SOV,36,30,6,1.5130155433383,0.650022421648354,50000,10.2644792579,10.3718446229,10.5492334939,10.7813283685,10.2645646644,10.2834427111,10.4820387797,10.3918197601,10.2850743742,PBC
kwf,4,46,5,1,0,4,SVO,_,60,50,10,1.21199908805753,0.650022421648354,50000,7.4786155068,7.5037328274,7.5803104106,7.6747647416,7.4787370908,7.5055078191,7.5484690401,7.5328779855,7.4860307392,PBC
mfh,1,35,2,1,4,5,SVO,_,48,40,8,1.39465945764802,0.650022421648354,50000,7.9163088912,7.9654038035,8.1208489655,8.3035371597,7.9164366636,7.944637856,8.0786427625,8.0289063603,7.9224058316,PBC
nbl,2,29,0,2,4,5,SVO,SVO,42,35,7,1.47586291484694,0.650022421648354,50000,11.6906375834,11.8965967274,12.0781315751,12.3562690593,11.6907025157,11.7050684106,12.0108129298,11.8269278988,11.7215047339,PBC
pne,4,49,3,2,7,7,SVO,_,72,60,12,1.59799946293377,0.650022421648354,50000,7.5212754371,7.5418194145,7.5993910188,7.6725694496,7.5213890678,7.5463882644,7.5733572158,7.561536661,7.5287255467,PBC
tum,8,86,6,4,1,9,SVO,_,114,95,19,1.31799642713239,0.650022421648354,50000,9.7249086078,9.8205448621,10.013723507,10.2538732934,9.7250048134,9.7462684282,9.9593145905,9.8645717814,9.7400234584,PBC
xtm,1,8,1,2,16,2,VSO,_,30,25,5,1.84022392894185,0.650022421648354,50000,6.9770868178,6.9998669725,7.077934012,7.1720827221,6.977219396,7.0064015348,7.047821216,7.0328337418,6.9822847145,PBC
ceb,14,202,13,25,157,37,SVO,VSO,448,373,75,1.88220081132294,0.651747174864759,50000,8.3614016674,8.4200760747,8.5849739118,8.7822191901,8.3615192622,8.3874916814,8.5371390138,8.4802739164,8.3675072696,PBC
waj,49,15,7,4,5,3,SOV,_,83,69,14,1.82395324186769,0.654664052714393,50000,9.6723196811,9.7430694459,9.8753676199,10.0498602817,9.6724095129,9.6922491238,9.83009056,9.7653338555,9.6942515588,PBC
yam,11,47,6,2,6,5,SVO,_,77,64,13,1.80251882229295,0.655023990878873,50000,7.9930250086,8.0212008428,8.0963944259,8.1917020387,7.9931356221,8.0174961002,8.0647324192,8.0458272087,8.0027602486,PBC
sgz,5,51,9,0,3,3,SVO,_,71,59,12,1.37591003595129,0.655444444560985,50000,7.9335691516,7.9560607673,8.0109536874,8.0831874318,7.9336721669,7.9563463015,7.9837151512,7.9714278917,7.9422845503,PBC
szb,35,8,3,5,1,1,SOV,_,53,44,9,1.57906321739954,0.657272978468446,50000,9.0895210231,9.1496381254,9.2878753662,9.4612479704,9.0896233834,9.1122213734,9.2434392923,9.1879726099,9.1063667928,PBC
bwq,62,14,2,12,2,2,SOV,_,94,78,16,1.53881555208778,0.658191265813219,50000,7.4892162329,7.5148240699,7.5942863712,7.6916666565,7.4893395984,7.5164991347,7.5656926992,7.5456982306,7.4970968468,PBC
gle,19,33,2,13,133,23,VSO,VSO,223,185,38,1.79338494951196,0.658627183748224,50000,9.1003401811,9.1720421246,9.3396695107,9.5460935311,9.1004444494,9.1234793333,9.2874812412,9.2206664661,9.1100638701,PBC
pmf,14,66,6,4,17,10,SVO,_,117,97,20,1.92635698419092,0.659850979498801,50000,8.0495027906,8.0883545681,8.1993021365,8.3353022746,8.0496199898,8.0754704673,8.1623898709,8.1285275288,8.0581730194,PBC
rro,75,16,7,12,6,1,SOV,_,117,97,20,1.66231163193746,0.659850979498801,50000,9.4682244356,9.5399985138,9.6875947939,9.876071841,9.4683201202,9.4894543006,9.6371774409,9.573121772,9.485253006,PBC
tbc,55,5,8,4,3,1,SOV,SOV,76,63,13,1.42767340527968,0.660107098755047,50000,8.4021894575,8.4358908137,8.5193684693,8.6261469671,8.4022949678,8.4255418141,8.4835509204,8.4607486244,8.4163828201,PBC
obo,8,49,8,2,1,2,SVO,_,70,58,12,1.45612898320718,0.660962335144208,50000,8.0344036168,8.0687253318,8.1622926553,8.2794095749,8.0345163383,8.0593731571,8.1270569928,8.1004262739,8.0422402039,PBC
otm,4,24,1,3,1,2,SVO,_,35,29,6,1.56374051638865,0.660962335144208,50000,8.1901439181,8.2350405877,8.3640898084,8.5202102173,8.1902624329,8.2164098127,8.3238540391,8.2826930653,8.1986673122,PBC
zas,5,41,0,4,26,11,SVO,_,87,72,15,1.85059345975152,0.663196840239829,50000,8.8759215883,8.9376400821,9.087405806,9.2727098775,8.8760277209,8.8994682589,9.047362459,8.9828764386,8.886957863,PBC
ifu,2,28,1,6,37,7,VSO,_,81,67,14,1.8396404744326,0.664159327952807,50000,7.9937299239,8.0452629908,8.2022892659,8.3886333696,7.9938539579,8.0212446282,8.1680908946,8.1069565826,7.9999895492,PBC
mnf,8,76,7,1,2,10,SVO,_,104,86,18,1.37627379097773,0.664695305349342,50000,8.5362153882,8.5735379089,8.6621380356,8.7764683694,8.5363179412,8.5589295102,8.6281276417,8.5981530076,8.5485485938,PBC
aoj,16,78,11,2,6,8,SVO,SVO,121,100,21,1.6806409572697,0.665769974003302,50000,9.8522875839,9.9448508978,10.1201414588,10.3436772033,9.8523795809,9.8727114343,10.0753005516,9.9779434771,9.8719600139,PBC
pag,6,21,2,4,73,15,VSO,VSO,121,100,21,1.72705338095187,0.665769974003302,50000,8.9875104432,9.0521864618,9.2048154029,9.3943711408,8.9876147549,9.0106556774,9.1649406606,9.0964727152,8.9993856653,PBC
big,60,13,10,3,3,3,SOV,_,92,76,16,1.63222396119061,0.66657835799492,50000,9.2897040802,9.3448294577,9.4574411715,9.6049609963,9.289798166,9.3105625137,9.4174463124,9.3685879352,9.3085346884,PBC
gmv,125,6,11,16,2,1,SOV,_,161,133,28,1.18006868934382,0.66657835799492,50000,10.7690686965,10.9011907084,11.0818261834,11.3279964039,10.769146372,10.7863208746,11.0093942349,10.8993711323,10.7996224915,PBC
maz,5,12,0,2,2,2,SVO,_,23,19,4,1.88751019592264,0.66657835799492,50000,7.9749276786,8.0189010235,8.1537159153,8.3145840115,7.9750518786,8.0024544302,8.1142662653,8.0720104485,7.9844369952,PBC
sri,18,0,1,1,1,2,SOV,_,23,19,4,1.17318586797172,0.66657835799492,50000,9.9328816046,10.0238723808,10.187670239,10.4007751816,9.9329705154,9.9526198239,10.1474854412,10.0494910568,9.9534761528,PBC
crn,11,46,9,2,9,3,SVO,VSO,80,66,14,1.87253890349039,0.669015835056558,50000,8.5969087196,8.6639219043,8.8510500321,9.07161476,8.5970268213,8.6231119443,8.8032838375,8.7329639369,8.6055572072,PBC
mig,3,19,2,2,11,3,SVO,VSO,40,33,7,2.01507445576823,0.669015835056558,50000,8.9273413243,8.9971677643,9.1661577092,9.373279461,8.9274478292,8.9509796333,9.1234046733,9.0485933849,8.933474579,PBC
hae,71,8,8,7,1,2,SOV,SOV,97,80,17,1.38049500776202,0.669592059792852,50000,10.2154130408,10.316877783,10.4851464871,10.7068493763,10.215498255,10.2343321603,10.4306933424,10.3355631812,10.2404433935,PBC
kal,40,7,6,4,0,0,SOV,SOV,57,47,10,1.34098855356431,0.669996032099433,50000,12.9747899706,13.289441759,13.3425555647,13.5747315505,12.974833337,12.9844311724,13.3516417304,13.8129210401,13.0324711012,PBC
aon,11,30,5,0,1,4,SVO,_,51,42,9,1.65536443711458,0.672294817075638,50000,8.8307898499,8.9033862643,9.0923855178,9.3177682822,8.8309024911,8.8557876961,9.0414226318,8.9678572137,8.8392199031,PBC
tca,15,19,4,4,8,1,SVO,No dominant order,51,42,9,2.15646491668609,0.672294817075638,50000,8.1964813471,8.2742570368,8.5136143969,8.7867130299,8.1966087992,8.2247810082,8.4771489931,8.3720181789,8.2004002747,PBC
tob,10,18,3,2,0,1,SVO,No dominant order,34,28,6,1.70414465075038,0.672294817075638,50000,8.4674302193,8.5333036749,8.7204109053,8.940934172,8.4675495149,8.4939020221,8.6722262342,8.6032659034,8.4750351625,PBC
yva,24,16,4,1,2,4,SOV,_,51,42,9,1.90695279261252,0.672294817075638,50000,8.8379585277,8.881816457,8.9792057204,9.1061141982,8.8380569579,8.8597720658,8.94546324,8.9059171752,8.852467211,PBC
slk,56,105,24,9,20,6,SVO,_,220,181,39,2.00533963660406,0.674074294898806,50000,10.0769735352,10.1798665455,10.3570709027,10.5879532344,10.0770606439,10.0963176342,10.3139393535,10.2036540453,10.0900119609,PBC
agg,39,9,8,3,3,0,SOV,SOV,62,51,11,1.6288771724363,0.674398887071447,50000,9.6525838418,9.7720534181,10.035539349,10.3446516667,9.6526876037,9.6756322471,9.9696902433,9.8475677569,9.6639909275,PBC
nhe,9,37,5,4,5,2,SVO,VSO,62,51,11,1.84938372183646,0.674398887071447,50000,8.8696512454,8.9502401904,9.1584067945,9.4050615093,8.8697637425,8.8946266553,9.1094330039,9.0210385042,8.8771705817,PBC
qul,43,2,8,2,1,0,SOV,_,56,46,10,1.14075877112564,0.676941869780886,50000,11.471665865,11.6423366884,11.8028201747,12.0504871779,11.4717313254,11.4862100109,11.7444051886,11.5878498997,11.5052981026,PBC
