ISO,SOV,SVO,OSV,OVS,VSO,VOS,MAX,WALS,Num_Sentences,SO,OS,H,H_SO,num_tokens,H_ML,H_MM,H_Jeff,H_Lap,H_SG,H_minmax,H_CS,H_NSB,H_shrink,corpus
mda,10,31,4,2,3,4,SVO,_,54,44,10,1.87425316747772,0.691289869405789,50000,7.506643999,7.5240573281,7.5699911583,7.6296810891,7.5067523693,7.5305727799,7.5445490013,7.5384447117,7.5154804025,PBC
con,61,9,12,6,9,0,SOV,_,97,79,18,1.67864528929766,0.692105325362873,50000,10.1245000029,10.2187801239,10.3747469833,10.5828107163,10.1245845572,10.143271175,10.3252901142,10.2349244823,10.1451547006,PBC
ded,60,17,11,5,2,2,SOV,_,97,79,18,1.67657580798905,0.692105325362873,50000,9.9601571891,10.0659067356,10.2655090974,10.5156760966,9.960249915,9.9807474444,10.1946907229,10.1048306854,9.9791520898,PBC
nah,10,43,7,1,4,5,SVO,_,70,57,13,1.76057172651777,0.692419486327474,,,,,,,,,,,
gaw,32,2,5,3,1,0,SOV,_,43,35,8,1.27825247617651,0.693127415328288,50000,8.3962602137,8.4440855543,8.5707325629,8.7270311431,8.3963718858,8.4210211981,8.5296497985,8.4864034047,8.4039389391,PBC
zpu,4,14,1,2,17,5,VSO,_,43,35,8,2.06813736669049,0.693127415328288,50000,8.8871437549,8.956912487,9.1318421755,9.3436740592,8.8872531008,8.9114094045,9.0838523878,9.0132603669,8.8962966959,PBC
zaw,4,25,1,5,19,5,SVO,VSO,59,48,11,2.01779036379117,0.693965967334286,50000,9.9610478573,10.0696972208,10.2754555427,10.5322857331,9.9611409251,9.9817159104,10.2152903085,10.1104601997,9.9778060886,PBC
nfr,48,13,9,4,0,1,SOV,_,75,61,14,1.52597547205014,0.69444607049398,50000,7.3795845918,7.399580345,7.4581339864,7.5317166103,7.3797020141,7.4055241007,7.4305623431,7.4207350605,7.386000569,PBC
gnd,4,9,1,0,0,2,SVO,_,16,13,3,1.5919171866887,0.696212260125146,50000,7.4279608203,7.4570166985,7.5511051592,7.664645757,7.4280886088,7.4562402814,7.5201545548,7.4952516261,7.4327156831,PBC
mar,22,4,4,2,0,0,SOV,SOV,32,26,6,1.37164076218686,0.696212260125146,50000,10.3816617975,10.4959088178,10.6778569638,10.9170403801,10.3817457018,10.4002938459,10.6078624219,10.5125872595,10.4063695639,PBC
qut,8,26,2,3,5,4,SVO,_,48,39,9,1.98962998721556,0.696212260125146,,,,,,,,,,,
krj,5,29,6,6,87,16,VSO,_,149,121,28,1.79603614810894,0.697098792087404,50000,8.09993461,8.1548003024,8.3206334914,8.5164866348,8.100058366,8.1273873328,8.2799874955,8.2198751942,8.1066885477,PBC
uzb,78,2,6,11,2,2,SOV,_,101,82,19,1.2144006324489,0.697519530928914,50000,11.1263742969,11.2673833102,11.4210747964,11.6502282169,11.1264433186,11.1417059756,11.3790742721,11.2354017675,11.1595606236,PBC
aia,9,45,7,2,2,4,SVO,SVO,69,56,13,1.65469548863006,0.698124573139618,50000,8.8358976756,8.8793372233,8.9774225947,9.1044107949,8.835997337,8.8579787942,8.9441901438,8.9045706158,8.8510393055,PBC
anv,9,38,5,2,9,6,SVO,_,69,56,13,1.96940400727699,0.698124573139618,50000,9.3769071486,9.4466758808,9.5917399973,9.7773297185,9.3770032465,9.3982308094,9.5524532375,9.4797262767,9.3901392176,PBC
amh,41,2,3,6,0,1,SOV,SOV,53,43,10,1.16331112067958,0.698700352656334,50000,11.608890543,11.7994994118,11.9701512928,12.234235392,11.6089552935,11.6232795975,11.9205982114,11.7347520386,11.6446137569,PBC
srp,73,120,35,5,13,8,SVO,_,254,206,48,1.91024245576977,0.699325203959731,50000,9.8297637384,9.9247796338,10.1028910905,10.3307242579,9.8298551366,9.8500583382,10.0571858845,9.9572484676,9.8427558808,PBC
ckf,8,19,1,3,3,3,SVO,VOS,37,30,7,1.99390511530683,0.699772221773307,,,,,,,,,,,
hva,10,31,4,2,6,5,SVO,_,58,47,11,1.99731233909946,0.700749549716206,,,,,,,,,,,
ckk,2,13,1,1,2,2,SVO,_,21,17,4,1.81585474011999,0.70246655129039,,,,,,,,,,,
cot,3,12,1,2,2,1,SVO,_,21,17,4,1.92686801750174,0.70246655129039,50000,11.3375656349,11.5382012342,11.7619658833,12.0706350925,11.3376381069,11.3536738783,11.7381954272,11.5063712095,11.3619845447,PBC
yaa,21,9,5,0,4,3,SOV,SOV,42,34,8,1.9367812592565,0.70246655129039,50000,9.5878868628,9.6842300376,9.8889838607,10.1396573506,9.5879863459,9.6099768898,9.8435797273,9.736432555,9.6023947971,PBC
hil,4,53,8,5,70,17,VSO,VSO,157,127,30,1.90783027721207,0.7037311113864,50000,7.9497433325,8.0032240376,8.1702843049,8.3665664872,7.9498700037,7.9778426163,8.1288484319,8.0707009853,7.9559960603,PBC
cjv,47,15,8,6,1,1,SOV,_,78,63,15,1.68054568081989,0.706274089187601,50000,8.3299838165,8.3659790578,8.458902014,8.5760574152,8.3300926534,8.3540818428,8.4224716157,8.395542497,8.3416217314,PBC
for,19,2,1,3,0,1,SOV,SOV,26,21,5,1.33638163131065,0.706274089187601,50000,10.4025892915,10.5244681685,10.7197021264,10.9736384865,10.4026738703,10.4213745045,10.6623524704,10.5439187173,10.4240533677,PBC
meq,5,16,2,0,0,3,SVO,_,26,21,5,1.53257325750262,0.706274089187601,50000,7.5307612056,7.5575087717,7.6386428421,7.7386083326,7.5308824752,7.557593509,7.6054526299,7.5882846691,7.5375865878,PBC
ces,96,183,40,20,56,20,SVO,SVO,415,335,80,2.14637573418266,0.707232494471374,50000,10.5723057905,10.7092608308,10.9157891953,11.1859401906,10.5723881113,10.5905938474,10.8602755884,10.7227329717,10.5883290549,PBC
mco,16,25,10,1,5,0,SVO,_,57,46,11,1.88683166034582,0.707669000416797,50000,8.8187747497,8.9160123955,9.1844022299,9.4896554109,8.8188942702,8.8453184172,9.1386454525,9.0170805719,8.8280894217,PBC
run,4,39,6,0,3,5,SVO,_,57,46,11,1.51701300510237,0.707669000416797,50000,10.8686354474,11.0173484522,11.2163198219,11.4849231899,10.8687129373,10.8858510496,11.1640428964,11.0138506567,10.8931706301,PBC
sue,58,10,5,9,3,3,SOV,SOV,88,71,17,1.65680753729619,0.708080325613568,50000,8.6344963772,8.6836057164,8.8084237255,8.9633157164,8.6346051561,8.6586094297,8.7699768325,8.7233527445,8.6456597978,PBC
chq,11,27,3,6,12,3,SVO,VSO,62,50,12,2.17234453005249,0.708835673332196,50000,8.7732011254,8.8511355115,9.062163906,9.3092738229,8.7733174942,8.799030324,9.0125974252,8.9272900775,8.7823721341,PBC
sil,12,35,7,0,3,5,SVO,_,62,50,12,1.78386618082669,0.708835673332196,50000,7.8675376771,7.8986566092,7.9870789693,8.0970601309,7.8676536018,7.8932054193,7.9551210499,7.9300526492,7.8763412587,PBC
xla,40,7,4,6,3,2,SOV,_,62,50,12,1.71559516915481,0.708835673332196,50000,9.0629844917,9.1313393827,9.2958668841,9.4970890214,9.0630908433,9.0865786044,9.2409938083,9.1814043741,9.0766575794,PBC
gui,9,42,4,4,7,6,SVO,_,72,58,14,1.91759283160316,0.710676853856123,50000,7.9371412379,7.9722564352,8.0709755725,8.193558134,7.9372565051,7.9626817705,8.0391109039,8.0069779483,7.944229215,PBC
lef,20,36,7,3,6,5,SVO,SVO,77,62,15,2.0579339512793,0.711416018901212,50000,8.9814987164,9.0514838528,9.222586138,9.4308944207,8.9816062365,9.005356945,9.1715088028,9.1047494641,8.9889102873,PBC
acc,4,27,5,1,2,2,SVO,_,41,33,8,1.65043973552417,0.712064054890548,,,,,,,,,,,
mmo,9,56,8,0,1,8,SVO,_,82,66,16,1.45826906988386,0.712064054890548,50000,8.581957285,8.6249063164,8.7304089399,8.864035359,8.5820628315,8.6053465611,8.6940095911,8.6563447981,8.5950677403,PBC
pri,0,32,3,0,1,5,SVO,_,41,33,8,1.05597815153027,0.712064054890548,50000,7.6091648936,7.6358547519,7.7150293115,7.8130948076,7.6092841716,7.6355549386,7.6831956744,7.6651946176,7.6165550757,PBC
mee,5,62,9,2,3,6,SVO,_,87,70,17,1.4824400563327,0.712636835073976,50000,7.8567880813,7.8886139339,7.9810872387,8.0951427397,7.8569061352,7.8829232871,7.945201912,7.9224280647,7.8658565215,PBC
kez,10,27,5,3,4,2,SVO,_,51,41,10,1.98682197954233,0.714015280437867,50000,9.3007744497,9.3731688869,9.5317000785,9.7302214779,9.30087428,9.3229262545,9.4798319222,9.4141122914,9.3125818091,PBC
ong,8,29,6,2,4,2,SVO,SVO,51,41,10,1.90004840348078,0.714015280437867,50000,7.9714649589,8.0050508995,8.0990500737,8.2158076273,7.9715799509,7.9969280869,8.060085473,8.0380307022,7.9787959861,PBC
chz,7,24,3,5,14,3,SVO,_,56,45,11,2.16248047814187,0.714727473131789,50000,8.7228519094,8.7677341521,8.8716578793,9.0054152604,8.7229532048,8.7453064258,8.8367808704,8.7956675355,8.7354861387,PBC
tee,8,28,4,2,9,5,SVO,No dominant order,56,45,11,2.0797673630392,0.714727473131789,50000,8.0122479888,8.0946258757,8.3616400465,8.6609227959,8.0123809392,8.0417729874,8.3267946839,8.2091385659,8.0148398363,PBC
mrw,11,56,3,9,80,24,VSO,_,183,147,36,1.98376987345521,0.715322052803885,50000,7.7774596841,7.8337247907,8.0200857881,8.2352326972,7.7775924043,7.8069053776,7.9817929851,7.9131965579,7.7827982,PBC
btd,4,15,2,8,34,3,VSO,_,66,53,13,1.9484549824069,0.715825931060215,50000,8.6962896648,8.7604174593,8.9281587252,9.1305999087,8.6964018878,8.7211890885,8.8768665624,8.8171544202,8.7051803505,PBC
npl,10,39,7,2,4,4,SVO,_,66,53,13,1.84740242331445,0.715825931060215,50000,9.2850693945,9.3808354913,9.6060926099,9.8742271455,9.2851759121,9.3087234947,9.5594953636,9.4495374871,9.294373693,PBC
tzj,21,75,11,5,14,11,SVO,No dominant order,137,110,27,1.9854760781517,0.716050104521649,50000,9.1139961582,9.1734496208,9.3063704354,9.4749560226,9.114096383,9.1362252053,9.2683360047,9.2081982343,9.1307713619,PBC
lip,26,24,1,6,7,7,SOV,_,71,57,14,2.1066023786299,0.716258391107545,50000,9.0919259984,9.1568184213,9.3059774802,9.4920535237,9.0920286266,9.1146926024,9.252883317,9.1984239244,9.1028554397,PBC
nyy,7,46,8,1,4,5,SVO,_,71,57,14,1.68009958559676,0.716258391107545,50000,10.7494621436,10.8980741598,11.1133399057,11.394416208,10.7495433117,10.7674946265,11.0340061818,10.9077759947,10.7743126108,PBC
dyi,51,13,13,3,1,0,SOV,_,81,65,16,1.52182515579354,0.716962251688951,50000,7.6988543869,7.7211151714,7.7815487254,7.8586939932,7.6989656674,7.7234518238,7.7535372469,7.7410814653,7.7076382056,PBC
ixl,7,33,5,2,25,9,SVO,_,81,65,16,2.08859246430416,0.716962251688951,50000,8.6696813202,8.7363049772,8.9143756296,9.127329764,8.6697955008,8.6950182757,8.8704857701,8.7984197979,8.6782972,PBC
acr,4,22,3,2,2,2,SVO,_,35,28,7,1.79035778516828,0.721928094887362,50000,8.5643178527,8.6153748302,8.7456449361,8.907218281,8.5644268712,8.5884943855,8.7082590391,8.6569671688,8.570980994,PBC
ame,6,11,2,1,3,2,SVO,_,25,20,5,2.1511197773147,0.721928094887362,50000,10.1265326693,10.2587845237,10.5003228169,10.7977023482,10.1266248466,10.1470129142,10.4854864061,10.3039811114,10.1404239645,PBC
ann,9,42,7,0,1,6,SVO,SVO,65,52,13,1.55824602489893,0.721928094887362,50000,8.7021671327,8.7577397457,8.8988381794,9.0725710944,8.7022762856,8.7263753273,8.8593899871,8.8029779209,8.7137701244,PBC
arl,15,3,4,1,2,0,SOV,_,25,20,5,1.70952633232308,0.721928094887362,50000,9.7458159146,9.8530225831,10.0739358372,10.3429184195,9.7459141594,9.76763439,10.0166859674,9.9070670063,9.7585081134,PBC
bis,3,28,7,0,1,1,SVO,_,40,32,8,1.34662035053287,0.721928094887362,50000,6.6872436803,6.7013820917,6.7464377946,6.802769798,6.6873676944,6.7146206877,6.7213141981,6.718868954,6.6919101786,PBC
cao,5,4,19,15,0,2,OSV,No dominant order,45,9,36,1.9157726037965,0.721928094887362,50000,8.3789617995,8.4445178621,8.6368173525,8.8616860407,8.3790839525,8.4060674085,8.5976386246,8.5189003148,8.3877550976,PBC
cbr,17,3,4,1,4,1,SOV,SOV,30,24,6,1.89883206882788,0.721928094887362,50000,9.1314905417,9.2028029576,9.3682845592,9.5725889804,9.1315942447,9.1545038925,9.3264892411,9.2501773057,9.1424739399,PBC
crx,28,6,6,2,2,1,SOV,_,45,36,9,1.72239781130152,0.721928094887362,50000,9.5307842586,9.634831425,9.8664886384,10.1430004283,9.530887568,9.5537265695,9.8066014098,9.7005243015,9.541097343,PBC
guo,4,4,1,1,0,0,SOV,_,10,8,2,1.72192809488736,0.721928094887362,50000,9.5904817546,9.693345911,9.9120218262,10.1779029648,9.5905816147,9.6126599565,9.8621757852,9.7496465234,9.6020755516,PBC
inb,3,1,7,16,2,1,OVS,_,30,6,24,1.89334486372296,0.721928094887362,50000,10.3598897561,10.4644130118,10.6225519788,10.8380596939,10.3599703645,10.3777893782,10.5920664673,10.4716690784,10.3828495958,PBC
lsm,6,52,13,0,2,2,SVO,_,75,60,15,1.37497393471591,0.721928094887362,50000,10.424589714,10.5602030478,10.7838274104,11.0665523185,10.4246766419,10.4439001985,10.7103269794,10.588788097,10.4421975749,PBC
mad,8,64,7,10,4,2,SVO,_,95,76,19,1.61332123566488,0.721928094887362,50000,8.8927028496,8.9472655761,9.0713978262,9.2297813661,8.8928036617,8.9150636625,9.028695482,8.9801817173,8.902642044,PBC
mri,6,26,5,4,76,18,VSO,VSO,135,108,27,1.8380601215093,0.721928094887362,50000,7.2190751663,7.2446541494,7.3300023973,7.4328860536,7.2192055177,7.2479045005,7.2974476937,7.2801018886,7.2251032499,PBC
muh,0,3,0,0,1,1,SVO,_,5,4,1,1.37095059445467,0.721928094887362,50000,7.4184784117,7.4354733593,7.4823608928,7.5425017837,7.4185904568,7.4432044242,7.4588799887,7.4511377136,7.4268052593,PBC
pad,7,7,1,2,2,1,SOV,SVO,20,16,4,2.15677964944704,0.721928094887362,50000,9.5787634509,9.6706054172,9.8611846594,10.0980912229,9.5788609263,9.6004073673,9.831910032,9.7160785134,9.5905363003,PBC
roo,19,4,2,2,1,2,SOV,_,30,24,6,1.74986983709425,0.721928094887362,50000,9.2404147859,9.3209748769,9.5062981566,9.7326631809,9.2405186062,9.2634598887,9.4516401654,9.3741845997,9.2527289824,PBC
tac,2,2,0,1,0,0,SOV,SOV,5,4,1,1.52192809488736,0.721928094887362,50000,8.9497500609,9.0188118725,9.1892382183,9.3964406094,8.9498582211,8.9737494746,9.1363116542,9.0725349315,8.9602254608,PBC
tcc,8,34,2,5,18,8,SVO,_,75,60,15,2.10025832912375,0.721928094887362,50000,10.0225956999,10.1456864407,10.3799441658,10.6666969238,10.0226899684,10.0435357341,10.3135456916,10.1945413149,10.0359533666,PBC
ukr,52,140,25,16,46,19,SVO,SVO,298,238,60,2.14731159028078,0.724604549308465,50000,10.2776246911,10.3855094262,10.5571362152,10.7858105996,10.2777079259,10.2961096624,10.5229631172,10.3998740977,10.298306918,PBC
old,9,50,6,4,4,6,SVO,SVO,79,63,16,1.77540499488127,0.726962581335397,50000,10.4300433514,10.5790593222,10.8314730249,11.1424372794,10.4301325184,10.4498546698,10.7501089463,10.6176452585,10.4432080009,PBC
bmu,45,12,5,7,2,3,SOV,_,74,59,15,1.77473780110878,0.727300678514404,50000,10.3137045356,10.4153279743,10.5745840153,10.7887393828,10.3137868848,10.3319867752,10.5137960776,10.4267984865,10.3357791844,PBC
kzf,4,37,1,7,10,5,SVO,_,64,51,13,1.85577843115649,0.728134237869055,50000,8.8137550209,8.8659661544,8.9887765902,9.1443290325,8.8138580607,8.8366058868,8.950881851,8.9005058044,8.8256520872,PBC
nyf,2,45,5,1,4,7,SVO,_,64,51,13,1.49383571463007,0.728134237869055,50000,10.0164667731,10.1243082275,10.3235303163,10.5745307481,10.0165583086,10.0367941061,10.2796815925,10.1607444945,10.032620001,PBC
kum,89,1,12,11,4,1,SOV,_,118,94,24,1.24354497165274,0.728656167370268,50000,10.9239537476,11.0653811425,11.2443563585,11.4936655913,10.9240285486,10.9405696321,11.1719622688,11.0531225129,10.9500997475,PBC
mnb,4,38,2,5,5,5,SVO,SVO,59,47,12,1.74280971149461,0.728656167370268,50000,9.9530041966,10.0542669615,10.2409716349,10.4787105808,9.9530951255,9.9731953968,10.1953812436,10.0873295073,9.9703750252,PBC
viv,40,5,8,4,2,0,SOV,SOV,59,47,12,1.5015114515664,0.728656167370268,50000,9.331615077,9.4110498659,9.5862974065,9.8036400969,9.3317157835,9.3539698132,9.5515671507,9.4574177911,9.3461193249,PBC
nwi,8,34,8,1,1,2,SVO,_,54,43,11,1.62574423174659,0.729273941844941,50000,8.825937761,8.8837609782,9.0265661602,9.2030069162,8.8260450379,8.8497304745,8.9839517293,8.9279621198,8.8388366403,PBC
khk,179,9,31,16,3,2,SOV,SOV,240,191,49,1.27161008616085,0.730183560123214,50000,10.4510792471,10.5650088745,10.7379915601,10.969878321,10.4511607036,10.4691680595,10.680030794,10.5748109013,10.4727306139,PBC
war,3,31,5,1,79,23,VSO,_,142,113,29,1.71323150194204,0.730298727873585,50000,8.1515829079,8.2104304386,8.3889941311,8.5983249524,8.1517074623,8.1792162681,8.3469880474,8.2811738549,8.1587647773,PBC
ngu,19,78,17,4,12,7,SVO,_,137,109,28,1.90730289616493,0.730601212753973,,,,,,,,,,,
hnn,6,34,5,13,65,9,VSO,_,132,105,27,1.98240850362406,0.730926377590601,50000,8.3400928785,8.3904140815,8.5304538018,8.7002034143,8.3402089678,8.365835176,8.4925631682,8.4404907222,8.3483302661,PBC
mak,1,12,3,0,22,6,VSO,_,44,35,9,1.79143825215628,0.730926377590601,50000,9.5794968912,9.670040432,9.8575996538,10.0909483328,9.5795942594,9.601114465,9.8021332297,9.7146471311,9.5898126344,PBC
trq,1,15,0,3,15,5,SVO,_,39,31,8,1.86049847925056,0.732066690093194,50000,7.3351131228,7.3580664009,7.4280721528,7.5148404509,7.335234405,7.3619331833,7.3986660468,7.3845798654,7.3406414284,PBC
zpc,6,11,2,3,14,3,VSO,_,39,31,8,2.25011332854249,0.732066690093194,50000,9.3266807406,9.4070821352,9.5893350521,9.8125208296,9.3267836167,9.3495136335,9.5363923872,9.4582677747,9.3409226571,PBC
naq,114,24,20,10,5,7,SOV,SOV,180,143,37,1.71458904406551,0.732901009176448,50000,8.7335123943,8.8038726314,8.9866713066,9.2061360883,8.7336244759,8.7583888832,8.9345752118,8.865539222,8.7389194614,PBC
agu,2,14,0,4,11,3,SVO,_,34,27,7,1.96653330548622,0.733537929108667,50000,8.538205757,8.5917730238,8.7318281309,8.9035544106,8.5383170069,8.5628780396,8.6882883055,8.6383191368,8.5440923515,PBC
miq,138,15,26,14,1,0,SOV,SOV,194,154,40,1.33654100945522,0.734128042895842,50000,8.1428690476,8.1754883825,8.2589441268,8.3654718315,8.1429765782,8.1666822707,8.2233343574,8.2013035568,8.1503346797,PBC
tgl,12,103,14,31,212,40,VSO,VSO,412,327,85,1.91512086941085,0.734371300218224,50000,8.5535377001,8.6168864393,8.7874578793,8.9923922876,8.5536520783,8.5789187107,8.7413149134,8.6764641035,8.5605846577,PBC
quy,40,22,10,7,7,1,SOV,_,87,69,18,2.03481856178901,0.73550858155384,50000,11.6385329534,11.8386059017,12.0184934472,12.2932610981,11.6385982277,11.6530393781,11.950795433,11.7727636275,11.6695913639,PBC
too,5,40,4,3,1,5,SVO,SVO,58,46,12,1.56744147363565,0.73550858155384,50000,9.0306422387,9.1241288774,9.359878458,9.6363832561,9.0307538061,9.0554193107,9.3215533945,9.2031462857,9.0365467278,PBC
top,11,30,6,4,5,2,SVO,_,58,46,12,2.02384511319603,0.73550858155384,50000,9.7574557647,9.8628302105,10.0761522966,10.3383039536,9.7575526603,9.7789749052,10.0267295001,9.9125810235,9.7716185643,PBC
meu,75,13,18,4,0,1,SOV,SOV,111,88,23,1.40409363077365,0.736110394013228,50000,8.5329326209,8.5790700083,8.6967511957,8.8433999504,8.533041385,8.5570383096,8.6500137953,8.6164960366,8.5421420347,PBC
pol,206,324,65,34,43,51,SVO,SVO,723,573,150,2.06689577764758,0.736616657211023,50000,10.4732217674,10.5901810544,10.7611361007,10.9939024789,10.4733013575,10.4908999158,10.7326734993,10.5948309639,10.4905520823,PBC
fai,40,12,8,7,5,0,SOV,_,72,57,15,1.84828890792858,0.738284866143451,50000,9.1951490912,9.2590027737,9.4038067506,9.5849773589,9.1952508338,9.2177144649,9.3560726545,9.2985405047,9.2139062205,PBC
omw,29,6,7,2,3,1,SOV,_,48,38,10,1.77667925447963,0.738284866143451,50000,9.5851821772,9.6537967533,9.786868655,9.9605872028,9.5852740838,9.6055689838,9.7363544486,9.6790367639,9.6063875508,PBC
wos,25,8,5,5,5,0,SOV,SOV,48,38,10,1.94068487222785,0.738284866143451,50000,8.3006343564,8.3379568771,8.4353472547,8.5576612605,8.3007440829,8.324936357,8.397208736,8.3694293994,8.3103638336,PBC
chf,7,41,5,4,5,5,SVO,SVO,67,53,14,1.85504384617337,0.739480936716638,50000,8.1189613321,8.1657479323,8.3011908159,8.4647250258,8.1190804597,8.1453734391,8.2571772435,8.2160812102,8.124196106,PBC
jpn,48,5,5,9,0,0,SOV,SOV,67,53,14,1.29255477260001,0.739480936716638,,,,,,,,,,,
upv,9,43,3,2,1,9,SVO,_,67,53,14,1.63112020567695,0.739480936716638,50000,8.3946051324,8.448258961,8.5960453107,8.7747409586,8.3947206796,8.4202309163,8.5506302457,8.5007357459,8.4010765722,PBC
hch,11,19,5,3,4,1,SVO,SOV,43,34,9,2.09768571895701,0.740147042713904,50000,10.9715214548,11.1464049477,11.3797915524,11.6859804348,10.9716000988,10.9889985374,11.3246274418,11.1456295538,10.9913302924,PBC
hrv,122,213,49,19,39,31,SVO,SVO,473,374,99,2.10221797679506,0.740147042713904,50000,10.3460627707,10.4685620066,10.6693996327,10.9283634131,10.3461485663,10.365118956,10.60573305,10.491741158,10.3627596211,PBC
tpt,14,30,5,1,5,7,SVO,SVO,62,49,13,2.02870514618786,0.740865686233982,50000,8.7097431261,8.8002145321,9.0503807793,9.3379539029,8.709862078,8.7361596539,9.0090150025,8.8935603784,8.7156685132,PBC
crt,2,9,2,1,4,1,SVO,_,19,15,4,2.11480514433933,0.742487569542124,50000,9.0865680365,9.1811078425,9.4191500281,9.6973923419,9.0866797352,9.1113717569,9.3662629829,9.2611792888,9.0928214906,PBC
mto,16,14,7,3,15,2,SOV,_,57,45,12,2.28354440364718,0.742487569542124,50000,8.1840155794,8.2663934662,8.5234284842,8.8140051095,8.1841447619,8.2127033841,8.4955791353,8.3731428966,8.1883901913,PBC
ghs,83,21,10,16,12,5,SOV,SOV,147,116,31,1.93970356856349,0.743169752613293,50000,9.5713990144,9.6451495849,9.7932713682,9.9830044798,9.5714934443,9.5923495492,9.7364345317,9.6767428298,9.590972767,PBC
yuj,39,2,7,4,0,0,SOV,SOV,52,41,11,1.16616719910204,0.744413179788175,50000,8.847923842,8.8974371358,9.0162684842,9.165605603,8.8480285125,8.871119969,8.9712453027,8.9322770634,8.8624759137,PBC
akb,7,23,5,11,48,5,VSO,_,99,78,21,2.05314815308755,0.745517842810828,50000,8.1222826416,8.1754315269,8.3353004694,8.5245163509,8.122405909,8.1496207089,8.2902477513,8.2378719728,8.1295387915,PBC
zac,5,23,2,2,20,9,SVO,_,61,48,13,2.08451680683377,0.747394446244039,50000,8.7911873182,8.8402100957,8.955934468,9.1027548775,8.79129049,8.8140587145,8.9147126804,8.8728918496,8.8042221373,PBC
soy,86,19,14,9,2,6,SOV,_,136,107,29,1.6998785722362,0.747621544164881,50000,8.9951843862,9.0507858531,9.1767990206,9.3370243629,8.9952851985,9.0175410407,9.1370281357,9.0842626968,9.0080340616,PBC
ell,120,248,10,56,54,49,SVO,No dominant order,537,422,115,2.09339015785219,0.749345850624081,50000,9.8888450313,10.0044481849,10.228306494,10.5042407893,9.8889397031,9.9098749837,10.1840319767,10.0520376977,9.8987608851,PBC
ilo,3,22,1,4,30,10,VSO,VSO,70,55,15,1.96802041795478,0.74959525725948,50000,8.7166510259,8.8152592319,9.089943286,9.4018488518,8.7167712915,8.7433638635,9.0412252359,8.9195034353,8.7221843244,PBC
mai,47,6,4,7,2,4,SOV,_,70,55,15,1.64032679569384,0.74959525725948,50000,9.1126445431,9.1690394923,9.290733718,9.4476503117,9.1127420704,9.1342735464,9.2509171986,9.198261401,9.1260198563,PBC
mek,31,1,4,5,1,0,SOV,_,42,33,9,1.2687525157209,0.74959525725948,50000,8.8863252476,8.9455767329,9.08866808,9.2663385564,8.8864309135,8.9097633003,9.0489241202,8.9883950635,8.8985116187,PBC
ood,35,48,16,4,16,7,SVO,SOV,126,99,27,2.18954508157855,0.74959525725948,50000,7.8785517485,7.9176487841,8.0351941756,8.1774948304,7.8786734873,7.9055286787,7.9986820221,7.9626219431,7.8862449297,PBC
spp,22,9,2,6,2,1,SOV,SOV,42,33,9,1.91263657450904,0.74959525725948,50000,8.1240666123,8.1624855812,8.2692865194,8.4011936924,8.1241814725,8.1495149766,8.2365498488,8.1999274799,8.1334398062,PBC
lat,30,124,8,11,25,30,SVO,_,228,179,49,1.97813593182324,0.750768055866728,50000,10.4321667512,10.5632933034,10.7721754817,11.0416660648,10.4322515112,10.4509954546,10.7055532314,10.5842946395,10.4426753158,PBC
aai,64,8,12,6,1,2,SOV,_,93,73,20,1.50120907978566,0.75103241652751,50000,9.2664129494,9.3408704404,9.5095203812,9.7178581927,9.2665153047,9.2891263738,9.4599690933,9.3876079935,9.2810234404,PBC
aze,121,2,3,31,1,0,SOV,_,158,124,34,0.990379325174682,0.751286576718343,50000,11.1776786358,11.3212989271,11.4749558608,11.7049436893,11.1777471905,11.1929061869,11.4095201819,11.2869628192,11.2098078705,PBC
naf,51,20,10,8,5,3,SOV,SOV,97,76,21,1.96778847864313,0.753715348372009,50000,9.8667461537,9.9592229058,10.1368321645,10.3616108343,9.8668391629,9.8873916846,10.0727755212,9.9945562672,9.889776265,PBC
dug,11,22,3,2,3,5,SVO,_,46,36,10,2.0609389366267,0.755375412561429,50000,9.9506146092,10.0515455542,10.2363618645,10.472556985,9.9507050661,9.9707016599,10.2060418462,10.0833606143,9.9648168859,PBC
pio,6,11,4,1,1,0,SVO,_,23,18,5,1.84688705130322,0.755375412561429,50000,9.8235843467,9.9059478066,10.0556743726,10.2521383486,9.8236732504,9.8433167269,10.0144572841,9.9294771484,9.841670556,PBC
ace,3,70,10,6,6,6,SVO,No dominant order,101,79,22,1.57352529809669,0.756170148929897,50000,8.5438291524,8.5908898647,8.7124029111,8.8630281018,8.5439389857,8.5681725912,8.6692950404,8.6303146162,8.5554834173,PBC
csk,9,27,5,0,7,7,SVO,_,55,43,12,2.00274340525852,0.756833632418404,50000,9.3653126186,9.4525235338,9.6419480144,9.876071192,9.3654126864,9.3875324594,9.6033210696,9.501620988,9.3705821826,PBC
jav,3,37,2,8,3,2,SVO,_,55,43,12,1.5948224492956,0.756833632418404,50000,9.8081150138,9.8930464709,10.0517209657,10.2570351837,9.8082057309,9.8282501705,9.9945840761,9.9210226115,9.8271122263,PBC
snc,39,4,9,3,0,0,SOV,SOV,55,43,12,1.28290700351062,0.756833632418404,50000,9.2220784805,9.2968100836,9.467571243,9.6782181249,9.2221813766,9.2449144741,9.4277175901,9.344754211,9.2358173272,PBC
